ID,Title,Dynasty,Artist,Format,Material,H,W,A,Size,Institute,Nationality,Source,Note,Seals and Inscriptions,Set,Tag1,Tag2,Tag3,Tag4
142,釋迦出山圖,SS2,傳 胡直夫,hanging scroll 軸,Paper 紙本,92,31.7,2916.4,M,"Freer Gallery of Art, USA",USA,Song and Yuan Painting and Calligraphy Project,,,,,,,
143,蜆子捕蝦圖,SS2,佚名,hanging scroll 軸,Paper 紙本,74.6,27.9,2081.34,M,"Freer Gallery of Art, USA",USA,Song and Yuan Painting and Calligraphy Project,,,,,,,
144,十六應真圖,SS1,梵隆,handscroll 卷,Paper 紙本,30.5,1062.5,32406.25,XL,"Freer Gallery of Art, USA",USA,Song and Yuan Painting and Calligraphy Project,,,,,,,
145,醉僧圖,SS2,傳 李公麟,handscroll 卷,Paper 紙本,32.5,60.8,1976,M,"Freer Gallery of Art, USA",USA,Song and Yuan Painting and Calligraphy Project,,,,,,,
146,太乙救苦天尊像,SS2,佚名,hanging scroll 軸,Silk 絹本,94.5,45.8,4328.1,M,"Freer Gallery of Art, USA",USA,Song and Yuan Painting and Calligraphy Project,,,,,,,
147,柳燕圖,SS1,毛益,circular 圓幅,Silk 絹本,25,24.9,622.5,S,"Freer Gallery of Art, USA",USA,Song and Yuan Painting and Calligraphy Project,,,,animal,plant,,
148,觀梅圖,SS0,佚名,circular 圓幅,Silk 絹本,24,25,600,S,"Honolulu Museum of Art, USA",USA,宋畫全集第六卷第六冊,,,,figure,landscape,,
149,枇杷雀圖,,佚名,circular 圓幅,Silk 絹本,25.3,27,683.1,S,"Honolulu Museum of Art, USA",USA,宋畫全集第六卷第六冊,類似台北故宮枇杷山雀,,,animal,plant,,
150,神仙圖卷,SS2,傳　管道昇,handscroll 卷,,,,,,"Honolulu Museum of Art, USA",USA,"中國繪畫總合圖錄 第1卷,アソリカ.カナダ篇，頁I-190，圖版：A38-081",,,,,,,
151,山水圖,SS2,夏珪,squarish 方幅,Silk 絹本,24.4,25.3,617.32,S,"Indianapolis Museum of Art, USA",USA,宋畫全集第六卷第六冊,,,,landscape,figure,,
152,雲山圖,NS2,米友仁,handscroll 卷,Paper 紙本,28.4,58.6,1664.24,M,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,,,,,,,
153,孝經圖,NS1,李公麟,handscroll 卷,Silk 絹本,21.7,459.9,9979.83,XL,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,,,,,,,
154,山水圖 Xiantang Estuary,SS2,傳　夏珪,squarish 方幅,Silk 絹本,23.2,23.8,552.16,S,"Metropolitan Museum of Art, USA",USA,Museum Website,,,,landscape,architecture,architecture,
155,山市晴嵐圖,SS2,夏珪,squarish 方幅,Silk 絹本,24.8,21.1,523.28,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,landscape,figure,,
156,澤畔疾風圖,SS0,傳　夏珪,squarish 方幅,Silk 絹本,26,26.7,694.2,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,landscape,,,
157,澤畔行吟,SS2,梁楷,circular 圓幅,Silk 絹本,22.9,24.3,556.47,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,有類似,,,figure,landscape,,
158,月夜賞梅,SS2,馬遠,circular 圓幅,Silk 絹本,25.1,26.7,670.17,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,figure,landscape,,
159,高士觀瀑,SS2,馬遠,squarish 方幅,Silk 絹本,25.1,26,652.6,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,figure,landscape,,
160,蘭圖,SS2,馬遠,squarish 方幅,Silk 絹本,26.5,22.5,596.25,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,plant,,,
161,平沙落雁,,佚名,squarish 方幅,Silk 絹本,31.4,28,879.2,S,"Metropolitan Museum of Art, USA",USA,Museum Website,,,,animal,landscape,,
162,聘金圖,NS0,佚名,handscroll 卷,Silk 絹本,26.3,142.6,3750.38,L,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,,,,,,,
163,仿李成 寒林策驢圖,NS2,佚名,hanging scroll 軸,Silk 絹本,161.9,100.3,16238.57,L,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,,,,,,,
164,睢陽五老圖（畢世長）,NS1,佚名,squarish 方幅,Silk 絹本,40,32.2,1288,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,,,睢陽五老圖五幅,figure,,,
165,仿范寬山水圖,NS2,佚名,hanging scroll 軸,Silk 絹本,164.8,103,16974.4,L,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,,,,,,,
166,別苑春山圖,SS1,佚名,handscroll 卷,Silk 絹本,26.7,285.5,7622.85,XL,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,,,,,,,
167,明皇幸蜀圖,,佚名,hanging scroll 軸,Silk 絹本,82.9,113.7,9425.73,L,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,,,,
168,松壑隱棲圖,SS1,傳 閆次于,circular 圓幅,Silk 絹本,21.4,23,492.2,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,landscape,,,
169,風雨拉縴圖,SS1,佚名,circular 圓幅,Silk 絹本,24.1,25.7,619.37,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,figure,landscape,,
170,竹梅小禽圖,SS0,佚名,circular 圓幅,Silk 絹本,25.7,26.2,673.34,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,animal,plant,,
171,寒柯山鷓圖,SS0,佚名,circular 圓幅,Silk 絹本,23.8,23.9,568.82,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,animal,figure,,
172,蘆鷺圖,SS1,佚名,circular 圓幅,Silk 絹本,25.2,26.2,660.24,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,animal,,,
173,仿馬遠 洞天論道圖,SS2,佚名,squarish 方幅,Silk 絹本,24.8,25.2,624.96,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,landscape,figure,,
174,仿馬遠 松蔭玩月圖,SS2,佚名,squarish 方幅,Silk 絹本,25.4,25.4,645.16,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,類似蘇博松下賞月圖,,,figure,landscape,,
175,仿夏圭 冒雨尋莊圖,SS2,佚名,squarish 方幅,Silk 絹本,25.6,26.1,668.16,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,landscape,figure,,
176,風雨維舟圖,SS0,佚名,circular 圓幅,Silk 絹本,24.8,26.4,654.72,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,landscape,architecture,,
177,雪景待渡圖,SS2,佚名,circular 圓幅,Silk 絹本,25.1,25.9,650.09,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,landscape,,,
178,春山曛暮圖,SS0,佚名,circular 圓幅,Silk 絹本,24.8,26.4,654.72,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,landscape,figure,,
179,三猿得鷺圖,SS1,佚名,circular 圓幅,Silk 絹本,22.9,24.1,551.89,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,animal,plant,landscape,
180,泛舟柳塘圖,SS1,佚名,circular 圓幅,Silk 絹本,23.3,24.9,580.17,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,landscape,,,
181,呂洞賓過岳陽樓圖,SS2,佚名,circular 圓幅,Silk 絹本,23.8,25.1,597.38,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,figure,architecture,,
182,騎驢圖,SS0,佚名,hanging scroll 軸,Paper 紙本,64.1,33,2115.3,M,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,,,,
183,琉璃堂人物圖,SS2,佚名,handscroll 卷,Silk 絹本,31.4,128.4,4031.76,L,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,南宋摹本,,,,,,
184,維摩詰經圖,SS2,佚名,handscroll 卷,Silk 絹本,27.7,39.4,1091.38,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,figure,architecture,,
185,晉文公復國圖,SS1,李唐,handscroll 卷,Silk 絹本,29.4,828,24343.2,XL,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,高宗題跋,,,,,,
186,百鷺猿猴,SS1,傳 易元吉,circular 圓幅,Silk 絹本,24.1,22.9,551.89,S,"Metropolitan Museum of Art, USA",USA,Museum Website,,,,animal,landscape,,
187,江村秋曉圖,SS2,傳 趙令穰,handscroll 卷,Silk 絹本,23.7,104.1,2467.17,L,"Metropolitan Museum of Art, USA",USA,Museum Website,,,,,,,
188,蘭花圖,SS2,馬麟,squarish 方幅,Silk 絹本,26.5,22.5,596.25,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,plant,,,
189,松下高士圖,SS2,馬麟,squarish 方幅,Silk 絹本,25.2,25.6,645.12,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,理宗時期,臣馬麟,,figure,landscape,,
190,溪山雪意圖,SS2,傳　劉松年,handscroll 卷,Silk 絹本,41.6,241.3,10038.08,XL,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,,,,
191,胡騎春獵圖,SS2,傳　陳居中,circular 圓幅,Silk 絹本,24.1,27.1,653.11,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,figure,landscape,,
192,樹色平遠,NS1,郭熙,handscroll 卷,Silk 絹本,37.3,104.4,3894.12,L,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,,,,,,,
193,地獄十王圖,SS2,金處士,hanging scroll 軸,Silk 絹本,111.8,47.6,5321.68,L,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,,,,
194,藥山李翱問道,SS2,傳　直翁,handscroll 卷,Paper 紙本,31.6,84.5,2670.2,M,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,,,,
195,貨郎圖,SS2,傳　李嵩,circular 圓幅,Silk 絹本,26.4,27.2,718.08,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,figure,architecture,,
196,西塞漁村,SS1,李結,handscroll 卷,Silk 絹本,40.2,135.5,5447.1,L,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,,,,
197,詩經小雅鴻雁之什六篇圖,SS1,馬和之,handscroll 卷,Silk 絹本,32.4,1304.9,42278.76,XL,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,,,,
198,詩經幽風圖,SS1,馬和之,handscroll 卷,Silk 絹本,27.8,655.5,18222.9,XL,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,,,,
199,夏山圖,NS1,傳　屈鼎,handscroll 卷,Silk 絹本,45.4,115.3,5234.62,L,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,,,,,,,
200,水仙圖,SS2,趙孟堅,handscroll 卷,Paper 紙本,33.2,374,12416.8,XL,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第四冊,,,,,,,
201,藻魚圖,,傳　趙克敻,squarish 方幅,Silk 絹本,22.5,25.4,571.5,S,"Metropolitan Museum of Art, USA",USA,宋畫全集第六卷第三冊,,,,animal,,,
202,千手千眼觀音菩薩圖,,佚名,hanging scroll 軸,Silk 絹本,189.4,124,23485.6,L,"Musée Guimet, FR",EU,,,,,,,,
203,楚辭圖冊,,傳 李公麟,handscroll 卷,Silk 絹本,32.2,54.5,1754.9,S,"Museum für Ostasiatische Kunst (Berlin), GER / Asian Art Museum, National Museums in Berlin, GER",EU,中國繪畫總和圖錄第二卷,,,,figure,,,
204,鑾輿渡水圖,,傳　燕□盛,squarish 方幅,Silk 絹本,31.5,34.2,1077.3,S,"Museum of Far Eastern Antiquities, Sweden",EU,宋畫全集第六卷第六冊,,,,figure,landscape,,
205,歸去來辭書畫圖,SS1,佚名,handscroll 卷,Silk 絹本,30,438.6,13158,XL,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
206,九歌圖,SS2,傳 張敦禮,handscroll 卷,Silk 絹本,24.7,608.5,15029.95,XL,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
207,風雨行舟圖,SS2,夏珪,circular 圓幅,Silk 絹本,23.9,25.1,599.89,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,landscape,architecture,,
208,雨餘烟樹圖,SS2,傳　夏珪,hanging scroll 軸,Silk 絹本,144.5,101,14594.5,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
209,柳岸遠山,SS2,馬遠,circular 圓幅,Silk 絹本,23.8,24.2,575.96,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,landscape,plant,,
210,梅間俊語,SS2,馬遠,circular 圓幅,Silk 絹本,23.4,25.2,589.68,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,figure,landscape,,
211,雕台望雲,SS2,傳　馬遠,squarish 方幅,Silk 絹本,25.2,24.5,617.4,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,architecture,landscape,,
212,北齊校書圖,NS2,佚名,handscroll 卷,Silk 絹本,27.6,114,3146.4,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
213,番騎圖,NS2,佚名,handscroll 卷,Silk 絹本,27.8,125.1,3477.78,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
214,人馬圖,NS2,佚名,squarish 方幅,Silk 絹本,33.1,36,1191.6,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,figure,animal,,
215,番馬圖,SS0,佚名,circular 圓幅,Silk 絹本,24.4,22.2,541.68,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,animal,,,
216,文姬圖,SS0,佚名,squarish 方幅,Silk 絹本,24.8,25.3,627.44,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,figure,animal,,
217,孔子見榮啓期圖,SS2,佚名,circular 圓幅,Silk 絹本,24.8,25.3,627.44,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,figure,landscape,,
218,古木竹石圖,SS0,佚名,squarish 方幅,Silk 絹本,24.2,25.7,621.94,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,plant,,,
219,江山秋色圖,SS1,佚名,squarish 方幅,Silk 絹本,26.7,28,747.6,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,landscape,,,
220,荻岸停舟圖,SS2,佚名,squarish 方幅,Silk 絹本,23.8,24.1,573.58,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,landscape,figure,,
221,僧院訪友圖,SS0,佚名,circular 圓幅,Silk 絹本,23.8,26.3,625.94,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,landscape,figure,architecture,
222,雪閣臨江圖,SS2,佚名,hanging scroll 軸,Silk 絹本,91,54.3,4941.3,M,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
223,龐靈照圖,SS2,佚名,squarish 方幅,Silk 絹本,26.1,24.3,634.23,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,figure,landscape,,
224,雪山蕭寺圖,SS0,佚名,circular 圓幅,Silk 絹本,24.7,25.5,629.85,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,landscape,,,
225,樓閣圖,SS1,佚名,squarish 方幅,Silk 絹本,23.3,24.9,580.17,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,architecture,,,
226,松澗雙鶴圖,SS1,佚名,circular 圓幅,Silk 絹本,23.3,24.5,570.85,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,animal,landscape,,
227,雪景山水圖,SS2,佚名,squarish 方幅,Silk 絹本,26.8,26,696.8,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,landscape,figure,,
228,調鸚圖,NS2,佚名,circular 圓幅,Silk 絹本,23.4,24.2,566.28,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,figure,architecture,,
229,荷亭嬰戲圖,SS2,佚名,circular 圓幅,Silk 絹本,23.9,26.1,623.79,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,figure,architecture,,
230,貍奴嬰戲圖,NS0,佚名,circular 圓幅,Silk 絹本,24.5,25.7,629.65,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,animal,figure,,
231,呂祖過洞庭圖,SS0,佚名,circular 圓幅,Silk 絹本,22.6,23.3,526.58,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,figure,,,
232,觀潮圖,SS0,佚名,circular 圓幅,Silk 絹本,23.7,25.4,601.98,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,landscape,architecture,,
233,晚霭行旅圖,SS0,佚名,circular 圓幅,Silk 絹本,22.8,25.3,576.84,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,類似上海美術出版社舊藏 宋溪行旅,,,landscape,,,
234,寒林歸鴉圖,SS2,佚名,circular 圓幅,Silk 絹本,23.2,25,580,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,landscape,,,
235,牧牛圖,SS0,佚名,circular 圓幅,Silk 絹本,24.1,25.2,607.32,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,animal,figure,,
236,江浦秋亭圖,SS2,佚名,circular 圓幅,Silk 絹本,24.2,26.4,638.88,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,landscape,architecture,,
237,赤壁圖,SS1,佚名,handscroll 卷,Silk 絹本,30.9,128.8,3979.92,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
238,平林霽色圖,SS1,佚名,handscroll 卷,Paper 紙本,37.5,150.8,5655,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
239,三官圖 1,SS1,佚名,hanging scroll 軸,Silk 絹本,125.5,55.9,7015.45,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,三官圖 三幅,,,,
240,三官圖 2,SS1,佚名,hanging scroll 軸,Silk 絹本,125.5,55.9,7015.45,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,三官圖 三幅,,,,
241,三官圖 3,SS1,佚名,hanging scroll 軸,Silk 絹本,125.5,55.9,7015.45,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,三官圖 三幅,,,,
242,辰星像,SS0,佚名,hanging scroll 軸,Silk 絹本,121.4,55.9,6786.26,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
243,五百羅漢圖91,SS1,林庭珪、周季常,hanging scroll 軸,Silk 絹本,115.5,53.1,6133.05,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,五百羅漢圖,,,,
244,五百羅漢圖92,SS1,林庭珪、周季常,hanging scroll 軸,Silk 絹本,115.5,53.1,6133.05,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,五百羅漢圖,,,,
245,五百羅漢圖93,SS1,林庭珪、周季常,hanging scroll 軸,Silk 絹本,115.5,53.1,6133.05,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,五百羅漢圖,,,,
246,五百羅漢圖94,SS1,林庭珪、周季常,hanging scroll 軸,Silk 絹本,115.5,53.1,6133.05,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,五百羅漢圖,,,,
247,五百羅漢圖95,SS1,林庭珪、周季常,hanging scroll 軸,Silk 絹本,115.5,53.1,6133.05,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,五百羅漢圖,,,,
248,五百羅漢圖96,SS1,林庭珪、周季常,hanging scroll 軸,Silk 絹本,115.5,53.1,6133.05,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,五百羅漢圖,,,,
249,五百羅漢圖97,SS1,林庭珪、周季常,hanging scroll 軸,Silk 絹本,115.5,53.1,6133.05,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,五百羅漢圖,,,,
250,五百羅漢圖98,SS1,林庭珪、周季常,hanging scroll 軸,Silk 絹本,115.5,53.1,6133.05,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,五百羅漢圖,,,,
251,五百羅漢圖99,SS1,林庭珪、周季常,hanging scroll 軸,Silk 絹本,115.5,53.1,6133.05,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,五百羅漢圖,,,,
252,五百羅漢圖100,SS1,林庭珪、周季常,hanging scroll 軸,Silk 絹本,115.5,53.1,6133.05,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,五百羅漢圖,,,,
253,九龍圖,SS2,陳容,handscroll 卷,Silk 絹本,46.2,958.4,44278.08,XL,"Museum of Fine Arts, Boston, USA",USA,Museum Website,,,,,,,
254,湖莊清夏圖卷,NS1,趙令穰,handscroll 卷,Silk 絹本,19.1,161.3,3080.83,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
255,摹張萱搗練圖,NS2,傳　趙佶,handscroll 卷,Silk 絹本,37,145.3,5376.1,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第三冊,,,,,,,
256,五色鸚鵡圖,NS2,趙佶,handscroll 卷,Silk 絹本,53.3,125.1,6667.83,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
257,溪頭秋色圖,SS2,馬麟,squarish 方幅,Silk 絹本,24.6,25.3,622.38,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,與夕陽山水同時期,臣馬麟 對幅宋理宗題詩句,,landscape,,,
258,迦諾迦跋蹉尊者圖,SS2,趙璚,hanging scroll 軸,Silk 絹本,116.4,50,5820,L,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
259,吉祥多子圖,SS2,魯宗貴,squarish 方幅,Silk 絹本,24,25.8,619.2,S,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,plant,,,
260,小雅南有嘉魚篇書畫,SS1,傳 馬和之,handscroll 卷,Silk 絹本,27,383.8,10362.6,XL,"Museum of Fine Arts, Boston, USA",USA,宋畫全集第六卷第一冊,,,,,,,
